City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
450,Usakos,NA,-22.0,15.6,82.51,56,91,14.12,moderate rain
451,Mineral Wells,US,32.8085,-98.1128,52.86,27,0,12.17,clear sky
452,Saravan,AM,39.7196,45.6483,30.79,81,82,6.31,broken clouds
453,Tommot,RU,58.9564,126.2925,-27.51,100,93,1.05,overcast clouds
454,Nanortalik,GL,60.1432,-45.2371,29.1,81,100,11.61,overcast clouds
455,Banda Aceh,ID,5.5577,95.3222,78.69,80,49,6.85,scattered clouds
456,Vila Velha,BR,-20.3297,-40.2925,87.75,66,40,12.66,scattered clouds
457,Kiama,AU,-34.6833,150.8667,66.58,79,92,1.01,overcast clouds
458,Mocuba,MZ,-16.8392,36.9856,74.23,97,100,3.56,light rain
459,Bac Lieu,VN,9.285,105.7244,78.8,83,7,12.12,clear sky
460,Katangli,RU,51.7102,143.2326,-7.06,96,49,7.96,scattered clouds
461,Richards Bay,ZA,-28.783,32.0377,77.7,78,6,9.64,clear sky
462,Oktyabrskoye,RU,43.0645,44.7417,32.14,92,100,4.47,overcast clouds
463,Walvis Bay,NA,-22.9575,14.5053,77.09,74,12,11.45,few clouds
464,Labytnangi,RU,66.6572,66.4183,-15.77,100,99,1.81,overcast clouds
465,Harper,LR,4.375,-7.7169,81.59,69,93,6.73,overcast clouds
466,Comodoro Rivadavia,AR,-45.8667,-67.5,98.46,13,0,17.27,clear sky
467,Praya,CV,14.9215,-23.5087,81.14,50,0,20.71,clear sky
468,Sosnovoborsk,RU,56.1325,93.3589,-11.65,100,62,3.89,broken clouds
469,Zanesville,US,39.9404,-82.0132,25.84,57,100,9.22,overcast clouds
470,Tsagan Aman,RU,47.5639,46.7218,31.06,65,3,11.41,clear sky
471,Korla,CN,41.7597,86.1469,30.4,44,0,3.89,clear sky
472,Shahreza,IR,32.0339,51.8794,42.98,49,2,0.98,clear sky
473,Miranda,CO,3.2499,-76.2281,75.33,68,74,3.38,broken clouds
474,Camacupa,AO,-12.0167,17.4833,68.92,80,97,3.36,light rain
475,Shirakawa,JP,37.1223,140.2376,31.95,88,100,6.82,snow
476,Formosa,AR,-26.1775,-58.1781,84.18,39,0,3.44,clear sky
477,Uaua,BR,-9.8414,-39.4817,90.12,38,100,11.18,overcast clouds
478,Gizo,SB,-8.103,156.8419,81.27,77,48,4.61,scattered clouds
479,Valls,ES,41.2861,1.2499,57.78,73,75,9.22,broken clouds
480,Kurmanayevka,RU,52.5093,52.0675,19.74,94,84,10.87,snow
481,Jumla,NP,29.2747,82.1838,30.99,83,8,6.42,clear sky
482,Flin Flon,CA,54.7682,-101.865,1.24,71,100,3.44,light snow
483,Muravlenko,RU,63.7898,74.523,-15.57,100,100,7.9,overcast clouds
484,Shimoda,JP,34.6667,138.95,46.51,93,100,22.17,light rain
485,Sharya,RU,58.3686,45.5144,8.13,98,46,3.2,scattered clouds
486,Bitburg,DE,49.9667,6.5333,46.9,42,0,9.22,clear sky
487,Bathsheba,BB,13.2167,-59.5167,83.01,57,40,26.46,scattered clouds
488,Maniitsoq,GL,65.4167,-52.9,6.94,94,100,20.89,snow
489,Ankazobe,MG,-18.3167,47.1167,66.61,79,95,3.2,light rain
490,Kaniama,CD,-7.5667,24.1833,67.39,96,100,4.43,light rain
491,Ostrovnoy,RU,68.0531,39.5131,11.86,79,36,13.31,scattered clouds
492,Yabrud,SY,33.9674,36.6574,47.86,48,0,2.46,clear sky
493,Abnub,EG,27.2696,31.1511,68.22,29,0,9.84,clear sky
494,Bonfim,BR,3.0833,-59.95,94.12,38,53,10.56,broken clouds
495,Bonthe,SL,7.5264,-12.505,83.7,64,64,13.69,broken clouds
496,Kovdor,RU,67.5662,30.4758,14.76,93,100,9.8,light snow
497,Show Low,US,34.2542,-110.0298,49.14,21,0,0.0,clear sky
498,Linxia,CN,35.6003,103.2064,13.86,81,4,3.96,clear sky
499,Tairua,NZ,-37.0167,175.85,60.1,89,21,6.17,few clouds
500,Rafsanjan,IR,30.4067,55.9939,46.47,44,86,9.93,overcast clouds
501,Ust-Nera,RU,64.5667,143.2,-34.62,96,56,1.68,broken clouds
502,Bairiki,KI,1.3292,172.9752,80.6,83,40,6.91,scattered clouds
503,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,64,20,10.36,few clouds
504,Zhoucheng,CN,35.9122,116.3117,44.02,65,100,5.44,overcast clouds
505,Kahului,US,20.8947,-156.47,70.84,90,40,4.61,moderate rain
506,El Tarra,CO,8.5756,-73.0949,88.32,52,90,3.6,overcast clouds
507,Leningradskiy,RU,69.3833,178.4167,-18.69,95,96,5.59,overcast clouds
508,Dorchester,US,33.1002,-80.3831,60.98,74,100,4.61,overcast clouds
509,Muborak,UZ,39.2553,65.1528,43.9,48,14,6.42,few clouds
510,Inhambane,MZ,-23.865,35.3833,80.58,83,40,4.61,scattered clouds
511,Deputatskiy,RU,69.3,139.9,-16.74,94,100,6.49,overcast clouds
512,Naryan-Mar,RU,67.6713,53.087,0.45,98,62,8.39,broken clouds
513,Key Largo,US,25.0865,-80.4473,64.4,71,100,14.27,light rain
514,Howard Springs,AU,-12.497,131.047,78.71,93,25,4.72,scattered clouds
515,Crawfordsville,US,40.0411,-86.8745,22.03,57,100,0.0,overcast clouds
516,Dalbandin,PK,28.8947,64.4101,59.22,30,35,9.15,scattered clouds
517,Motygino,RU,58.1831,94.7592,-7.26,95,12,6.17,few clouds
518,Pangkalanbuun,ID,-2.6833,111.6167,74.73,94,97,1.74,overcast clouds
519,Ondangwa,NA,-17.9167,15.95,77.88,57,100,9.91,overcast clouds
520,Qaqortoq,GL,60.7167,-46.0333,27.1,88,100,13.87,overcast clouds
521,Nagua,DO,19.3832,-69.8474,75.51,88,75,17.27,broken clouds
522,Poso,ID,-1.3959,120.7524,75.85,87,100,4.43,moderate rain
523,Porto Nacional,BR,-10.7081,-48.4172,82.4,80,81,4.16,broken clouds
524,Goksun,TR,38.021,36.4973,41.95,67,100,2.51,overcast clouds
525,Awbari,LY,26.5921,12.7805,62.28,19,57,10.83,broken clouds
526,Tiksi,RU,71.6872,128.8694,-13.18,94,98,11.45,overcast clouds
527,Zeulenroda,DE,50.65,11.9833,43.7,82,2,8.08,clear sky
528,Mosquera,CO,4.7059,-74.2302,66.29,52,40,6.91,scattered clouds
529,Sangar,RU,63.9242,127.4739,-34.92,100,70,2.1,broken clouds
530,Souillac,MU,-20.5167,57.5167,81.36,89,40,8.05,scattered clouds
531,Gat,IL,31.61,34.7642,57.88,28,0,4.65,clear sky
532,Ligayan,PH,4.6533,119.4706,81.3,75,100,9.42,overcast clouds
533,Dharchula,IN,29.85,80.5333,47.25,51,0,7.38,clear sky
534,Gibraleon,ES,37.3763,-6.969,61.02,61,87,11.83,overcast clouds
535,Tabory,RU,58.5198,64.5495,3.96,98,91,3.65,overcast clouds
536,Tromso,NO,69.6496,18.957,23.02,68,0,11.5,clear sky
537,Marsh Harbour,BS,26.5412,-77.0636,76.48,77,100,19.3,overcast clouds
538,Stepnyak,KZ,52.8339,70.7803,-2.74,99,23,6.96,few clouds
539,Lima,PE,-12.0432,-77.0282,78.39,76,0,5.75,clear sky
540,Zhangye,CN,38.9342,100.4517,26.11,49,68,3.09,broken clouds
541,Goderich,CA,43.7501,-81.7165,18.91,79,91,5.75,overcast clouds
542,Mwene-Ditu,CD,-7.0,23.45,66.02,97,100,6.49,light rain
543,Canarana,BR,-11.6847,-41.7689,81.95,54,95,2.84,light rain
544,Storforshei,NO,66.4043,14.5233,24.58,100,75,2.3,light snow
545,Olafsvik,IS,64.8945,-23.7142,27.01,70,79,4.43,broken clouds
546,Great Falls,US,47.5002,-111.3008,43.41,44,0,11.5,clear sky
547,Wysokie Mazowieckie,PL,52.9166,22.5171,34.38,60,32,12.53,scattered clouds
548,Tarko-Sale,RU,64.9225,77.785,-6.95,95,11,11.34,few clouds
549,Southbridge,US,42.0751,-72.0334,31.98,81,100,1.99,light snow
550,Sompeta,IN,18.9333,84.6,67.69,52,6,2.8,clear sky
551,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,75,20,26.46,few clouds
552,Puerto Leguizamo,CO,-0.1934,-74.7819,88.63,53,100,2.48,overcast clouds
553,Pangody,RU,65.85,74.4859,-14.22,96,99,8.55,overcast clouds
554,Durusu,TR,41.3053,28.6767,44.83,91,100,17.0,overcast clouds
555,Sorland,NO,67.667,12.6934,32.07,58,100,27.02,overcast clouds
556,Pangnirtung,CA,66.1451,-65.7125,-23.8,69,0,2.3,clear sky
557,Belen,TR,36.4891,36.2233,50.14,67,0,16.11,clear sky
558,Sungairaya,ID,0.7,108.9,78.26,87,99,0.76,overcast clouds
559,Grenaa,DK,56.4158,10.8783,39.42,88,100,1.99,overcast clouds
560,Berea,US,41.3662,-81.8543,25.05,76,100,6.91,haze
561,Gedinne,BE,49.9804,4.9367,48.0,78,100,14.81,overcast clouds
562,Kyren,RU,51.6828,102.1408,-6.75,96,100,0.89,overcast clouds
563,Kushmurun,KZ,52.4503,64.6311,9.1,96,100,5.97,overcast clouds
564,Dayong,CN,25.0209,118.2898,55.89,97,100,2.62,light rain
565,Omboue,GA,-1.5746,9.2618,80.6,76,93,6.17,overcast clouds
566,Kabompo,ZM,-13.5927,24.2008,69.24,83,82,3.85,light rain
567,Hami,CN,42.8,93.45,27.99,49,100,6.76,overcast clouds
568,Ossora,RU,59.2353,163.0719,-9.89,83,45,7.2,scattered clouds
569,Sao Raimundo Nonato,BR,-9.0153,-42.6994,80.94,78,76,2.98,moderate rain
570,Jeremie,HT,18.65,-74.1167,81.72,62,1,2.48,clear sky
571,Kemijarvi,FI,66.7131,27.4306,22.87,94,100,11.1,light snow
572,Beringovskiy,RU,63.05,179.3167,-27.49,98,14,6.46,few clouds
573,Kilindoni,TZ,-7.9139,39.6668,80.47,80,93,10.45,overcast clouds
574,Lluta,PE,-16.0147,-72.0142,57.47,61,72,9.04,broken clouds
575,Bubaque,GW,11.2833,-15.8333,80.62,51,4,13.0,clear sky
576,Luganville,VU,-15.5333,167.1667,78.57,85,96,4.92,overcast clouds
577,Jardim,BR,-21.4803,-56.1381,100.51,21,13,3.13,few clouds
578,Tolaga Bay,NZ,-38.3667,178.3,58.44,83,86,10.63,overcast clouds
579,Coquimbo,CL,-29.9533,-71.3436,71.33,60,20,6.91,few clouds
580,Lingao,CN,19.9103,109.6859,63.21,90,100,14.81,overcast clouds
581,Kokoda,PG,-8.8785,147.7407,73.87,95,87,0.74,overcast clouds
582,Mecca,SA,21.4267,39.8261,78.19,36,0,4.94,clear sky
583,Great Bend,US,38.3645,-98.7648,37.89,50,0,6.91,clear sky
584,Puerto Madryn,AR,-42.7692,-65.0385,85.01,23,9,15.26,clear sky
585,Talara,PE,-4.5772,-81.2719,90.36,37,0,12.66,clear sky
586,San Miguel,SV,13.4833,-88.1833,87.46,58,0,3.44,clear sky
587,Kita,ML,13.0349,-9.4895,92.48,7,4,3.27,clear sky
588,Gawler,AU,-34.6,138.7333,75.83,42,59,5.08,broken clouds
589,Zverinogolovskoye,RU,54.4586,64.8542,8.49,94,98,6.49,overcast clouds
590,Rio Cuarto,AR,-33.1307,-64.3499,77.67,40,0,13.8,clear sky
591,Kushiro,JP,42.975,144.3747,19.54,95,62,5.28,broken clouds
592,Ylivieska,FI,64.0833,24.55,32.32,97,100,9.44,light snow
593,Langsa,ID,4.4683,97.9683,74.82,92,82,3.11,broken clouds
594,Port Hueneme,US,34.1478,-119.1951,78.42,21,0,10.36,clear sky
595,La Asuncion,VE,11.0333,-63.8628,82.13,65,13,16.11,few clouds
596,Moba,CN,33.2288,105.0179,33.24,72,97,1.32,overcast clouds
597,Zabol,AF,32.25,67.25,42.76,48,100,7.25,overcast clouds
598,Jaumave,MX,23.4167,-99.3833,50.95,63,84,3.8,broken clouds
599,Krasnovishersk,RU,60.4078,57.082,10.11,98,98,1.63,overcast clouds
600,Bagotville,AU,-28.9833,153.4167,67.82,95,93,6.91,light rain
601,Taunggyi,MM,20.7833,97.0333,50.27,50,5,1.1,clear sky
602,Puqi,CN,29.7167,113.8833,41.56,80,41,1.52,scattered clouds
603,Kidal,ML,18.4411,1.4078,84.15,7,43,8.97,scattered clouds
604,Odweyne,SO,9.4092,45.064,67.57,54,12,10.63,few clouds
605,Boca Do Acre,BR,-8.7522,-67.3978,83.35,88,100,4.76,overcast clouds
606,Goure,NE,13.9835,10.2704,83.01,9,42,8.1,scattered clouds
607,Moron,AR,-34.6534,-58.6198,78.03,38,0,8.14,clear sky
608,Miraflores,MX,19.2167,-98.8083,62.87,60,94,2.93,overcast clouds
609,Wawina,HN,15.4167,-84.4333,81.54,71,12,6.31,few clouds
610,Corinto,GR,37.9407,22.9573,52.9,70,65,5.26,broken clouds
611,Namtsy,RU,62.7161,129.6658,-34.49,100,98,2.1,overcast clouds
612,At-Bashi,KG,41.1702,75.8106,8.04,76,43,4.0,scattered clouds
613,Havelock,US,34.8791,-76.9013,50.94,90,100,13.8,light rain
614,Fairbanks,US,64.8378,-147.7164,6.93,83,100,0.0,light snow
615,Hervey Bay,AU,-25.2986,152.8535,69.91,76,6,16.67,clear sky
616,Shrigonda,IN,18.6167,74.6833,76.41,30,2,1.59,clear sky
617,Ishigaki,JP,24.3448,124.1572,66.94,88,100,29.97,overcast clouds
618,Lavrentiya,RU,65.5833,-171.0,-20.54,93,23,3.29,few clouds
619,Kanepi,EE,57.982,26.7627,33.04,73,100,15.1,overcast clouds
620,Aksay,RU,47.26,39.87,32.25,55,0,3.0,clear sky
621,Conceicao Da Barra,BR,-18.5933,-39.7322,84.09,65,86,9.8,overcast clouds
622,Tonantins,BR,-2.8731,-67.8022,73.53,98,100,2.08,heavy intensity rain
623,Terrak,NO,65.087,12.3715,33.82,94,100,8.43,light snow
624,Suntar,RU,62.1444,117.6319,-11.76,98,100,0.74,overcast clouds
625,Cobija,BO,-11.0267,-68.7692,80.78,89,100,4.61,overcast clouds
626,Auki,SB,-8.7676,160.7034,76.91,87,80,3.09,broken clouds
627,Cagliliog,PH,13.9016,123.2913,74.8,89,46,5.61,scattered clouds
628,Sibu,MY,2.3,111.8167,77.31,94,40,2.3,scattered clouds
629,Port Blair,IN,11.6667,92.75,77.04,78,40,3.44,mist
630,Matsusaka,JP,34.5667,136.5333,44.49,93,100,6.98,overcast clouds
631,Leshukonskoye,RU,64.8989,45.7622,14.13,97,100,5.03,overcast clouds
632,Maturin,VE,9.75,-63.1767,92.21,33,55,11.16,broken clouds
633,Wajir,KE,1.7471,40.0573,89.55,27,14,5.61,few clouds
634,Sheridan,US,44.8333,-106.9173,48.38,56,0,0.0,clear sky
635,Hofn,IS,64.2539,-15.2082,17.62,62,0,8.05,clear sky
636,Sambalpur,IN,21.45,83.9667,62.17,34,0,2.98,clear sky
637,Sorong,ID,-0.8833,131.25,78.58,82,100,3.67,overcast clouds
638,Kamennomostskiy,RU,44.2983,40.1856,28.58,91,46,4.5,scattered clouds
639,College,US,64.8569,-147.8028,6.91,83,100,0.0,light snow
640,Chorozinho,BR,-4.3003,-38.4978,87.48,49,85,12.33,overcast clouds
641,Brae,GB,60.3964,-1.353,44.51,84,96,1.81,overcast clouds
642,Tongliao,CN,43.6125,122.2653,4.59,93,100,9.84,overcast clouds
643,Mitsamiouli,KM,-11.3847,43.2844,81.0,80,63,3.29,broken clouds
644,Tha Maka,TH,13.9,99.7667,86.81,71,73,8.37,broken clouds
645,Portoferraio,IT,42.8115,10.3146,55.96,87,40,0.0,scattered clouds
646,Rorvik,NO,64.8621,11.2373,33.91,86,75,12.66,broken clouds
647,Chicama,PE,-7.8447,-79.1469,68.54,52,87,10.2,overcast clouds
648,Barcelos,PT,41.5388,-8.6151,55.08,90,92,12.48,overcast clouds
649,Nogent-Le-Rotrou,FR,48.3333,1.0,53.6,76,100,22.26,overcast clouds
650,Nouadhibou,MR,20.931,-17.0347,73.38,56,85,17.27,overcast clouds
651,Jiazi,CN,22.8779,116.067,59.07,84,100,9.73,light rain
652,Vladimiro-Aleksandrovskoye,RU,42.8944,133.0778,12.83,65,22,7.18,few clouds
653,Taltal,CL,-25.4,-70.4833,72.39,67,0,8.9,clear sky
654,Ludvika,SE,60.1496,15.1878,40.33,95,100,14.03,overcast clouds
655,Panzhihua,CN,26.5851,101.7128,48.87,52,0,1.59,clear sky
656,Tezu,IN,27.9167,96.1667,55.08,50,0,4.88,clear sky
657,Katobu,ID,-4.9408,122.5276,74.41,96,99,4.76,overcast clouds
658,Sept-Iles,CA,50.2001,-66.3821,1.06,58,20,8.01,few clouds
659,Port Hedland,AU,-20.3167,118.5667,84.25,84,40,6.91,scattered clouds
660,Raleigh,US,35.7721,-78.6386,49.75,63,75,12.66,broken clouds
661,Envira,BR,-7.3,-70.2167,82.17,84,97,1.34,overcast clouds
662,Lethbridge,CA,49.7,-112.8186,38.75,56,75,3.44,broken clouds
663,Paulo Ramos,BR,-4.2167,-45.1833,86.38,66,59,4.27,broken clouds
664,San Policarpo,PH,12.1791,125.5072,78.33,81,49,15.01,scattered clouds
665,Fontem,CM,5.4685,9.8818,82.62,29,94,4.0,overcast clouds
666,Sederot,IL,31.525,34.5969,60.91,72,0,7.34,clear sky
667,Vestmanna,FO,62.1564,-7.1664,32.92,75,100,18.41,overcast clouds
668,Estelle,US,29.8458,-90.1067,48.02,48,0,11.5,clear sky
669,Karpathos,GR,35.507,27.2132,55.36,82,40,13.8,scattered clouds
670,Konstantinovka,RU,49.6167,127.9833,2.35,97,100,4.59,overcast clouds
671,Khash,IR,28.2211,61.2158,47.48,61,62,8.95,broken clouds
672,Ryotsu,JP,38.0833,138.4333,37.65,67,100,11.01,overcast clouds
673,Mattawa,US,46.7379,-119.9028,33.17,59,0,3.0,clear sky
674,Lazaro Cardenas,MX,17.9583,-102.2,88.18,31,49,1.99,scattered clouds
675,Qinhuangdao,CN,39.9317,119.5883,20.41,79,100,8.59,light snow
